,id,popularity,release_date,runtime,title,vote_average,vote_count,director,content,posters
2114,16690,15.341196,"Feb, 2002",1hr 12min,Return to Never Land,6.1,290,Robin Budd,adventure fantasy animation family animation classic tale peter pan continue disneys sequel return land 1940 world besiege world war ii wendy grow child daughter jane waltdisneypicture waltdisneytelevisionanimation waltdisneyanimationaustralia disneytoonstudio waltdisneyanimationcanada classic continue harrietowen blayneweaver jeffbennett robinbudd,https://image.tmdb.org/t/p/w500/wB3r2b8sxUZspqNyr8copMlt7se.jpg
2115,273895,29.023184,"Dec, 2014",2hr 7min,Selma,7.4,817,Ava DuVernay,history drama alabama martinlutherking president blackamerican civilrights protestmarch womandirector selma selma alabama place segregation south bad lead march end violence force famous statement president lyndon b johnson ultimately lead signing civil right act planbentertainment harpofilm celadorfilm cloudeightfilm pathé dream change world davidoyelowo tomwilkinson carmenejogo avaduvernay,https://image.tmdb.org/t/p/w500/wq4lhMc4BuOyQqe1ZGzhxLyy3Uk.jpg
2116,14873,19.819893,"Feb, 2003",1hr 12min,The Jungle Book 2,5.6,269,Steve Trenbirth,family animation adventure river musical tiger village feralchild sequel bear jungle orphan vulture gong lose shake mango mowgli miss jungle old friend run away man village unaware danger s go wild waltdisneypicture waltdisneytelevisionanimation waltdisneyanimationaustralia disneytoonstudio feel jungle beat johngoodman haleyjoelosment maewhitman stevetrenbirth,https://image.tmdb.org/t/p/w500/DhuskQc9lSjPiYKr9hy0AZ7uiC.jpg
2117,8968,11.62423,"Feb, 2005",1hr 29min,Boogeyman,4.6,191,Stephen T. Kay,thriller horror drama mystery nightmare hallucination childhoodtrauma breakup hometown psychotherapy culture – horrible monster fuel young children nightmare tim boogeyman live memory creature devour father 16 year early boogeyman real tim explain father abandon family ghosthousepicture senatorinternational screengems pacificrenaissancepicturesltd think story emilydeschanel barrywatson skyemccolebartusiak stephentkay,https://image.tmdb.org/t/p/w500/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg
2118,9963,22.049787,"Feb, 2007",1hr 36min,Premonition,5.8,381,Mennan Yapo,thriller drama mystery dejavu dyinganddeath timetravel lossofhusband carcrash depressed housewife learn husband kill car accident day previously awaken morning find alive home awaken day world dead tristarpicture hydeparkfilm offspringentertainment reality nightmare away sandrabullock julianmcmahon courtneytaylorburness mennanyapo,https://image.tmdb.org/t/p/w500/vKW1XIYrIqVrbCaYj9FQDHKXR8R.jpg
2119,15655,9.829859,"Feb, 2000",1hr 17min,The Tigger Movie,6.3,143,Jun Falkenstein,animation family owl donkey tiger piglet bear rabbit womandirector happen everybody   pooh piglet eeyore roo rabbit owl   busy prepare suitable winter home eeyore undo tigger exuberant bounce rabbit suggest tigger outside find tigger bounce   notion tigger find ridiculous s onli waltdisneypicture   jimcumming nikitahopkins kensansom junfalkenstein,https://image.tmdb.org/t/p/w500/9OdZKUdGfaBAUwRLbtWpFWKbILO.jpg
2120,21208,29.295801,"Jul, 2009",2hr 3min,Orphan,6.7,1261,Jaume Collet-Serra,horror thriller mystery nun deafmute orphan allgirl troubledmarriage aftercreditsstinger duringcreditsstinger married couple rocky past adopt 9year old esther fill void create recentlystillborn baby esther darkcastleentertainment studiobabelsbergstudiobabelsbergmotionpicture doncarmodyproduction studiocanal secret verafarmiga petersarsgaard isabellefuhrman jaumecolletserra,https://image.tmdb.org/t/p/w500/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg
2121,272878,14.136476,"Jun, 2015",1hr 51min,Max,6.8,276,Boaz Yakin,adventure drama family afghanistan war basedontruestory rescue betrayal dog grieve dog help soldier afghanistan return adopt handler family suffer traumatic experience sunsweptentertainment warnerbros metrogoldwynmayermgm reelchefscatere good friend hero marine thomashadenchurch joshwiggin laurengraham boazyakin,https://image.tmdb.org/t/p/w500/d3ACos3t4YwXML8keTA0wKN8e36.jpg
2122,9760,6.064638,"Jan, 2007",1hr 26min,Epic Movie,3.2,326,Jason Friedberg,action adventure comedy edward peter lucy susan follow path end find willys chocolate factory walk wardrobe discover world gnarnia rule white bitch meet character harry potter captain jack swallow newly reunite family team aslo wisebuthorny lion stop white bitchs army twentiethcenturyfoxfilmcorporation regencyenterprise newregencypicture paulschiffproduction know big measure kalpenn adamcampbell jennifercoolidge jasonfriedberg,https://image.tmdb.org/t/p/w500/l0lGJiTzU2Ce6T31DIRWv7I0kaC.jpg
2123,314365,41.503588,"Nov, 2015",2hr 8min,Spotlight,7.8,2686,Tom McCarthy,drama thriller history childabuse journalism judge florida boston pedophilia court coverup priest lawyer catholic catholicchurch catholicism september112001 investigativejournalism cardinal christmas true story boston globe uncover massive scandal child abuse coverup local catholic archdiocese shake entire catholic church core universalpicture participantmedia anonymouscontent rocklinfaust firstlookmedia break story break silence markruffalo michaelkeaton rachelmcadams tommccarthy,https://image.tmdb.org/t/p/w500/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg
2124,13279,20.495749,"Sep, 2008",1hr 50min,Lakeview Terrace,5.9,292,Neil LaBute,drama crime thriller vandalism harassment neighbor houseparty shottodeath pregnancy urination interracialcouple lapd airconditioner young interracial couple move california dream home target nextdoor neighbor disapprove relationship tightly wound lapd officer appoint watchdog neighborhood nightly foot patrol overly watchful eye bring comfort increasingly aggressive newlywed persistent intrusion life cause couple fight screengem overbrookentertainment safe live cop samuelljackson patrickwilson kerrywashington neillabute,https://image.tmdb.org/t/p/w500/2ThsS74hopBz0RveLgOWiwrMfE8.jpg
2125,1975,13.906944,"Oct, 2006",1hr 42min,The Grudge 2,5.2,283,Takashi Shimizu,horror thriller remake littleboy curse tokyo young woman expose mysterious curse afflict sister supernatural force fill person rage spread victim bring group previously unrelated people attempt unlock secret save life columbiapicturescorporation ghosthousepicture vertigoentertainment trap unleash sarahmichellegellar ambertamblyn edisonchen takashishimizu,https://image.tmdb.org/t/p/w500/gzr7ywaU9mUfASN57FYsKRFb4l0.jpg
2126,33644,2.003047,"Aug, 1998",2hr 4min,How Stella Got Her Groove Back,6.0,24,Kevin Rodney Sullivan,comedy drama romance blackpeople agedifference jamaica vacation femaleprotagonist good time bad stella delilah stella busy build life s forget live delilah change start quick trip jamaica end exhilarate voyage self discovery stella learn open heart find love   man 20 year junior twentiethcenturyfoxfilmcorporation break rule free heart angelabassett tayediggs whoopigoldberg kevinrodneysullivan,https://image.tmdb.org/t/p/w500/5h7x6EkAyoOdk38UOPV2eZI7GzU.jpg
2127,1649,11.349664,"Jul, 1991",1hr 38min,Bill & Ted's Bogus Journey,5.9,308,Peter Hewitt,adventure comedy family fantasy sciencefiction future dyinganddeath heaven timetravel heavymetal diabolicalego afterlife metal robot devil doppelgang seance amiable slacker bill ted rope fantastical adventure de nomolo villain future send evil robot duplicate lad terminate replace robot double actually succeed kill bill te determined escape afterlife challenge grim reaper series game order return land live orionpicture nelsonentertainment history history keanureeve alexwinter georgecarlin peterhewitt,https://image.tmdb.org/t/p/w500/tldtDfLnPFOtTWp758EmIP2Hbz5.jpg
2128,9895,11.203335,"Oct, 2006",1hr 55min,Man of the Year,5.8,129,Barry Levinson,comedy drama romance thriller usapresident presidentialelection comedian irreverent host political satire talk decide run president expose corruption washington stunt go expect actually win election software engineer suspect computer glitch responsible surprising victory universalpicture morgancreekproduction election break robinwilliams christopherwalken lauralinney barrylevinson,https://image.tmdb.org/t/p/w500/1KaemPza3DBgs4LhNSOQFybSpYN.jpg
2129,9570,8.265317,"Dec, 1979",1hr 38min,The Black Hole,6.1,131,Gary Nelson,adventure family sciencefiction action killerrobot spacemarine ghostship blackhole explorer craft uss palomino return earth fruitless 18month search extraterrestrial life crew come supposedly lose ship magnificent uss cygnu hover near black hole ship control dr hans reinhardt monstrous robot companion maximillian initial wonderment awe palomino crew feel ship resistance power black hole turn horror uncover reinhardts plan waltdisneyproduction journey begin end maximilianschell anthonyperkin robertforster garynelson,https://image.tmdb.org/t/p/w500/92fghstMdnJQPxoqWPGtRhbUb8G.jpg
2130,27579,18.632156,"Aug, 2010",1hr 44min,The American,5.8,481,Anton Corbijn,crime drama thriller prostitute sweden suspense priest verylittledialogue dispatch small italian town await order assassin jack embark double life relaxing good thisisthatproduction focusfeature twinsfinance smokehousepicture greenlitright   georgeclooney violanteplacido theklareuten antoncorbijn,https://image.tmdb.org/t/p/w500/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg
2131,16052,6.92592,"Mar, 1997",2hr 7min,Selena,7.0,114,Gregory Nava,drama musical tejano elopement busty fanclub biographical drama selena quintanilla bear musical mexicanamerican family texas father abraham realize young daughter talented begin perform small venue find success fall guitarist chris perez draw ire father seek mainstream stardom selena begin record englishlanguage album tragically complete qproduction esparzakatzproduction discover true story america bright star fade soon jenniferlopez edwardjamesolmos constancemarie gregorynava,https://image.tmdb.org/t/p/w500/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg
2132,40264,17.165039,"Aug, 2010",1hr 22min,Vampires Suck,4.2,315,Jason Friedberg,horror comedy vampire highschool prom spoof horrorspoof teenager duringcreditsstinger becca anxious nonvampire teen tear boy choose becca control father embarrass becca treat like child beccas friend contend romantic issue   collide prom regencyenterprise roadrebel sagas will not die chrisriggi mattlanter jennproske jasonfriedberg,https://image.tmdb.org/t/p/w500/ksPKfoXovAiFnBktkCBefsRQ8a1.jpg
2133,1164,25.785925,"Sep, 2006",2hr 23min,Babel,6.9,1055,Alejandro González Iñárritu,drama terror lossofmother gun morocco deafmute sandiego ecstasy illegalimmigration firsttime nanny daughter bulletwound ensemblecast tragedy strike married couple vacation moroccan desert touch interlock story involve different family paramountvantage mediarightscapital anonymouscontent centralfilm want understoodlisten bradpitt cateblanchett gaelgarcíabernal alejandrogonzáleziñárritu,https://image.tmdb.org/t/p/w500/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg
2134,239678,20.311684,"Sep, 2014",1hr 43min,This Is Where I Leave You,6.5,505,Shawn Levy,drama comedy basedonnovel funeral dysfunctionalfamily deathoffather manchild family mourning grieve father pass away grow worldweary sibling return childhood home request   admonition   stay week freespeake mother collection spouse ex mighthavebeen brother sister reexamine share history status tattered relationship know love well reconnect hysterically funny emotionally significant way springcreekproduction 21lapsentertainment warnerbro welcome home uncomfortable jasonbateman tinafey adamdriver shawnlevy,https://image.tmdb.org/t/p/w500/rVUI2267FdetVWz9UBQbqTmRVhQ.jpg
2135,14359,20.975165,"Nov, 2008",1hr 44min,Doubt,7.0,435,John Patrick Shanley,drama mystery sexualabuse boy wine gift janitor singe pedophile gossip compassion tolerance 1960 1964 catholic school nun question priest ambiguous relationship troubled young student suspect abuse deny charge film quickfire dialogue tackle theme religion morality authority scottrudinproduction goodspeedproduction evidence witness doubt merylstreep philipseymourhoffman amyadam johnpatrickshanley,https://image.tmdb.org/t/p/w500/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg
2136,3989,26.509175,"Oct, 2004",1hr 38min,Team America: World Police,6.6,660,Trey Parker,music adventure animation action comedy paris france cairo capitalism lossoflover egypt waragainstterror shotgun patriotism pentagon americandream destroy shipwreck louvre americanwayoflife failure panama damage government eiffeltowerparis worldpolitics massdestruction team america world police follow international police force dedicate maintain global stability learn dictator kim jong il destroy world team recruit broadway star gary johnston undercover help team america gary manage uncover plan destroy world team america able save time star … samuel l jackson tim robbins sean penn michael moore helen hunt matt damon susan sarandon george clooney danny glover ethan hawke alec baldwin … paramountpicture scottrudinproduction put f freedom treyparker mattstone kristenmiller treyparker,https://image.tmdb.org/t/p/w500/m1Q2VFe1DVVbjfu1LDZe7tlp9yb.jpg
2137,76617,26.497025,"Jan, 2013",1hr 32min,Texas Chainsaw 3D,5.3,465,John Luessenhop,horror thriller sequel gore leatherface slasher chainsaw aftercreditsstinger duringcreditsstinger young woman learn inherit texas estate deceased grandmother   embark road trip friend uncover root find sole owner lavish isolate victorian mansion newfound wealth come price stumble horror await mansion dank cellar nuimagefilm lionsgate evil wear face alexandradaddario danyeager billmoseley johnluessenhop,https://image.tmdb.org/t/p/w500/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg
2138,1710,14.211699,"Oct, 1995",2hr 4min,Copycat,6.4,194,Jon Amiel,drama thriller policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness agoraphobic psychologist female detective work serial killer copy serial killer past regencyenterprise newregencypicture man copy notorious killer history time woman stop kill sigourneyweaver hollyhunter willpatton jonamiel,https://image.tmdb.org/t/p/w500/lKNjGQXTy5WkSjAtLzLzAN9IHCD.jpg
2139,4258,36.819044,"Apr, 2013",1hr 26min,Scary Movie 5,4.6,793,Malcolm D. Lee,comedy sequel parody spoof aftercreditsstinger duringcreditsstinger home newlyforme family happy parent dan jody haunt sinister paranormal activity determine expel insidious force install security camera discover family stalk evil dead demon dimensionfilm evil come bre protection simonrex ashleytisdale charliesheen malcolmdlee,https://image.tmdb.org/t/p/w500/r2Jwo4Eoax0oOnsU5qcXv0ea0Q8.jpg
2140,20391,7.902536,"Oct, 1969",2hr 38min,Paint Your Wagon,6.2,63,Joshua Logan,drama action comedy western music mining prospector michigan farmer prospector form partnership california gold country adventure include buy share wife hijack stage kidnap prostitute turn mining camp boom town way plenty drink gambling singe find time creative gold mining paramountpicture malpasoproduction alanjaylernerproduction stake claim musical goldmine 69 leemarvin clinteastwood jeanseberg joshualogan,https://image.tmdb.org/t/p/w500/eNOYjOArlKf9sQJQHcLLQzEp0Sx.jpg
2141,10139,30.909699,"Nov, 2008",2hr 8min,Milk,7.1,612,Gus Van Sant,history drama gay sanfrancisco homophobia mayor biography politics politician electioncampaign homosexuality morality election candlelightvigil mayoralcampaign story californias openly gay elect official harvey milk   outspoken agent change seek equal right opportunity great love city people bring back young old straight gay alike – time prejudice violence gay openly accept norm focusfeature blend seanpenn emilehirsch jamesfranco gusvansant,https://image.tmdb.org/t/p/w500/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg
2142,335778,16.663797,"Feb, 2016",1hr 47min,Risen,5.7,295,Kevin Reynolds,action christianity jesuschrist apostle crucifixion jerusalem ancientrome faith resurrection deadbody judaism religious tomb follow epic biblical story resurrection tell eye nonbeliever clavius powerful roman military tribune aide lucius task solve mystery happen jesus week follow crucifixion order disprove rumor rise messiah prevent uprising jerusalem columbiapicture affirmfilm ldentertainment patrickaielloproduction witness manhunt change course human history tomfelton cliffcurtis josephfienne kevinreynold,https://image.tmdb.org/t/p/w500/bJfls3xZqEyPyXWONQLcMX6KxIC.jpg
2143,9645,27.724913,"Oct, 2002",1hr 31min,Ghost Ship,5.3,531,Steve Beck,horror mystery thriller cruise pilot ghostship discover passenger ship miss 1962 float adrift bering sea salvager claim vessel begin tow ghost ship harbor series bizarre occurrence happen group trap inside ship soon learn inhabit demonic creature villageroadshowpicture npventertainment darkcastleentertainment warnerbros ghostshipfilmsptyltd sea evil gabrielbyrne juliannamargulie desmondharrington stevebeck,https://image.tmdb.org/t/p/w500/o8xH46GiXAFmeFKpIstXJ5FqAL1.jpg
2144,55465,17.971883,"Nov, 2011",1hr 48min,A Very Harold & Kumar Christmas,6.0,328,Todd Strauss-Schulson,comedy holiday indianlead beer christmastree cannabis sequel vulgarity drug asian 3d beerpong year elapse guantanamo bay leave harold kumar estrange different family friend life kumar arrive harold doorstep holiday season mysterious package hand inadvertently burn harold fatherinlaw belove christmas tree fix problem harold kumar embark mission new york city find perfect christmas tree stumble trouble single turn newlinecinema mandatepicture christmas come prematurely neilpatrickharris johncho eliaskoteas toddstraussschulson,https://image.tmdb.org/t/p/w500/cncxLilRHKayn8VKhzjAMHkbN4f.jpg
2145,617,25.041992,"Mar, 1998",1hr 48min,Wild Things,6.3,444,John McNaughton,crime drama mystery upperclass poison sailboat rape sexualabuse florida eroticism blackmail lolita cheerleader courtcase plannedmurder sailing pretendedmurder seduction bisexuality alligator crocodile everglade heartthrob whitetrash menageatrois intellectuallygifte harpoon van plan court single millionaire extramaritalaffair duringcreditsstinger teensocialite kelly van ryan richard trouble bad girl suzie toller campbell accuse guidance counselor sam lombardo dillon rape s suspend school reject town fighting life cop bacon suspect conspiracy columbiapicture mandalayentertainment die play mattdillon kevinbacon deniserichards johnmcnaughton,https://image.tmdb.org/t/p/w500/aaicreJBf7EuwGq3GgUV5ZedlfF.jpg
2146,19904,7.924428,"Oct, 2009",1hr 41min,The Stepfather,5.4,167,Nelson McCormick,horror thriller mystery stepfather remake michael harding penn badgley return home military school find mother sela ward happily love live new boyfriend david dylan walsh man know michael suspicious man helpful hand man dream david hide dark screengem daddys home dylanwalsh selaward pennbadgley nelsonmccormick,https://image.tmdb.org/t/p/w500/oKefNCcblde9TK5yBHwArgaKDuf.jpg
2147,48289,14.857884,"Apr, 2010",1hr 53min,The Debt,6.3,257,John Madden,drama thriller beach mossad secretagent insaneasylum lye syringe lostoffriend rachel singer mossad agent try capture notorious nazi war criminal – surgeon birkenau – secret israeli mission end death street east berlin 30 year later man claim doctor surface rachel return eastern europe uncover truth overwhelm haunt memory young self fellow agent stillcelebrate heroine relive trauma event confront debt incur miramaxfilm marvfilm pioneerpicture secret come price helenmirren ciaránhind tomwilkinson johnmadden,https://image.tmdb.org/t/p/w500/6SL1UiUmIi7JNO1U9pFdO748Unz.jpg
2148,243,23.982956,"Mar, 2000",1hr 53min,High Fidelity,7.0,628,Stephen Frears,comedy drama romance music chicago musicrecord rockandroll recordstore soul discjockey pop brucefrederickjosephspringsteen recordcollection record store owner rob gordon gets dump girlfriend laura not change meet revisit breakup time attempt figure go wrong rob seek lover find leave keep effort win laura buenavista touchstonepicture comedy fear commitment hate job fall love pop favorite johncusack ibenhjejle toddlouiso stephenfrear,https://image.tmdb.org/t/p/w500/1zgaz1cGdWkNQAriflzlJXf95m7.jpg
2149,6933,12.458131,"Jan, 2008",1hr 27min,One Missed Call,4.7,171,Eric Valette,horror mystery thriller candy lossofsister mobilephone answeringmachine dyinganddeath victim deathofafriend sms asthma friendship police delusion remake cowardliness train people start receive voicemail future self   message include date time detail death intermediafilm alconentertainment kadokawapicture equitypicturesmedienfondsgmbhcokgiv sound like die shannynsossamon edwardburn anaclaudiatalancón ericvalette,https://image.tmdb.org/t/p/w500/9pIvQaQV0sMHx7d3Ys9qTK9YqTZ.jpg
2150,17182,3.996392,"Jan, 1996",1hr 41min,Eye for an Eye,5.8,63,John Schlesinger,drama thriller rape gun selfdefense grievingparent fire brimstone time grieve mother karen mccann take justice hand kangaroo court los angeles fail convict robert doob monster rape murder 17yearold daughter paramountpicture justice fail sallyfield kiefersutherland edharris johnschlesinger,https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
2151,8848,30.387754,"Feb, 2008",1hr 52min,The Bank Job,6.6,697,Roger Donaldson,thriller crime drama infidelity subway cardealer vault mannequin bahamas stripclub wife offer photography londonunderground basedontruestory extortion doublecross walkietalkie railwaystation jackhammer politicalcorruption bankheist cabinetofficer corruptpoliceman terry smalltime car dealer try leave shady past start family martine beautiful model terrys old neighbourhood know terry angel martine propose foolproof plan rob bank terry recognise danger realise opportunity lifetime resourceful band thief burrow way safedeposit vault lloyds bank quickly realise million rich box contain secret implicate london notorious underworld gangster powerful government figure royal family heist make headline britain day government gag order eventually bring reporting case immediate halt atlasentertainment mosaicmediagroup omnilabmedia relativitymedia skylinebakerst   jasonstatham saffronburrow stephencampbellmoore rogerdonaldson,https://image.tmdb.org/t/p/w500/ayrGDJDsSBczjztGUWKqmzL97xg.jpg
2152,38,56.481487,"Mar, 2004",1hr 48min,Eternal Sunshine of the Spotless Mind,7.9,3652,Michel Gondry,sciencefiction drama romance dejavu regret jealousy amnesia dream operation relationshipproblem love memory brainwashing relationship heartbreak nonlineartimeline lovestory bittersweet joel barish heartbroken girlfriend undergo procedure erase memory decide watch memory fade away realise love late correct mistake anonymouscontent thisisthatproduction focusfeature erase mind get heart story jimcarrey katewinslet kirstendunst michelgondry,https://image.tmdb.org/t/p/w500/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
2153,38303,19.962713,"Sep, 2010",1hr 45min,You Again,6.0,368,Andy Fickman,comedy romance brothersisterrelationship marriage bully duringcreditsstinger history   high school   repeat marni learn joanna mean girl past set sisterinlaw wedding bell toll marni brother tiger not change stripe marnis mother joannas back wealthy aunt oopsdoughnutsproduction touchstonepicture frontierpicture not kill go marry brother kristenbell sigourneyweaver bettywhite andyfickman,https://image.tmdb.org/t/p/w500/9qI5JE6yjmtakTankuDOMZ1vgEx.jpg
2154,1266,18.666876,"Apr, 2008",1hr 49min,Street Kings,6.3,363,David Ayer,action crime drama thriller police losangele tom ludlow disillusioned la police officer rarely play rule haunt death wife evidence implicate execution fellow officer force cop culture s entire career ultimately lead question loyalty foxsearchlightpicture regencyenterprise duneentertainmentiii emmettfurlafilm city rule prisoner keanureeve forestwhitaker chrisevan davidayer,https://image.tmdb.org/t/p/w500/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg
2155,107985,55.964605,"Jul, 2013",1hr 49min,The World's End,6.7,1778,Edgar Wright,comedy action sciencefiction endoftheworld apocalypse trilogy homage friend reunite attempt epic pub crawl 20 year early unwittingly humankind hope survival universalpicture bigtalkproduction focusfeature workingtitlefilm good food fine ale total annihilation simonpegg nickfrost martinfreeman edgarwright,https://image.tmdb.org/t/p/w500/kpglnOBYmKn0AkkWDzGxzKHDbds.jpg
2156,14043,5.0348,"Jun, 2007",1hr 39min,Nancy Drew,5.8,143,Andrew Fleming,action adventure crime family mystery thriller california detective basedonnovel dream kidnap chase party murder rescue escape hollywood teenager explosion surveillance flashback intrepid teenage private eye nancy draw head tinseltown father investigate unsolved murder movie star oldfashioned whodunit base carolyn keene popular series book young adult smalltown girl cut hollywood hype solve case virtualstudio jerryweintraubproductions warnerbros small town girl big time adventure emmarobert joshflitter maxthieriot andrewfleming,https://image.tmdb.org/t/p/w500/a1aAZolyLFRwKhs0IWhFyTa8Z2Z.jpg
2157,19901,28.019226,"Jan, 2009",1hr 38min,Daybreakers,6.0,634,Michael Spierig,fantasy horror action thriller sciencefiction femalenudity sunrise waitress experiment rain sunlight vampire dystopia beautifulwoman slowmotionscene undead decapitation scientist epidemic nightcreature year 2019 plague transform human vampire face dwindle blood supply fractured dominant race plot survival researcher work covert band vampire way save humankind lionsgate furstfilm picturesinparadise pacificfilmandtelevisioncommission australianfilmfinancecorporationaffc 2019 precious natural resource ethanhawke samneill willemdafoe michaelspierig,https://image.tmdb.org/t/p/w500/xFZH2l9UOyIclk2ZFWNHQ38B2RP.jpg
2158,34016,16.176976,"Mar, 2010",1hr 44min,She's Out of My League,5.9,525,Jim Field Smith,comedy romance confidence romanticcomedy date insecurity airportsecurity unlikelylover twentysomethe duringcreditsstinger start date dropdead gorgeous molly insecure airport security agent kirk not believe friend family share doubt relationship last kirk avoid lose molly forever dreamworksskg mosaic s hot shot aliceeve jaybaruchel mikevogel jimfieldsmith,https://image.tmdb.org/t/p/w500/wTy3rtmbgJkClR492q6FBbtdeMb.jpg
2159,59860,17.237143,"Jul, 2011",1hr 49min,Monte Carlo,6.0,593,Thomas Bezucha,adventure comedy romance montecarlo mistakenidentity lookalike youngwoman texan americanabroad young woman vacation paris find whisk away monte carlo girl mistaken british heiress duneentertainment regencyenterprise fox2000picture dinovipicture duneentertainmentiii blossomfilm s have time else life selenagomez katiecassidy corymonteith thomasbezucha,https://image.tmdb.org/t/p/w500/dcbqyycrWA56HXq5lm41HYuED8Y.jpg
2160,10069,4.34503,"Mar, 2006",1hr 40min,Stay Alive,5.3,155,William Brent Bell,horror thriller videogame hacker virtualreality virtualfight baroness mysterious brutal death old friend group teenager find possession stay alive ultrarealistic 3d videogame base spinechilling true story 17th century noblewoman know blood countess gamer not know game suppose die play able resist temptation kid begin play grisly game soon chilling connection   murder onebyone way character play game line game world real world disappear teen find way defeat vicious merciless blood countess try stay alive spyglassentertainment hollywoodpicture endgameentertainment wonderlandsoundandvision die game   die real jonfoster samairearmstrong frankiemuniz williambrentbell,https://image.tmdb.org/t/p/w500/hsSJwroE7jugEROB8tmyxJP91Ho.jpg
2161,9588,11.360997,"Oct, 1990",1hr 59min,Quigley Down Under,6.5,119,Simon Wincer,romance action adventure western drama australian chase american matt quigley answer australian land baron elliott marston ad sharpshooter kill dingo property quigley find marston real target aborigine quigley hit road american expatriate crazy cora not quigley safe catandmouse game homicidal marston pathe metrogoldwynmayermgm s price head girl mind twinkle eye tomselleck laurasangiacomo alanrickman simonwincer,https://image.tmdb.org/t/p/w500/zaWZMk9t12lvb23hRrDmlmWgFKF.jpg
2162,12819,12.300789,"Sep, 2010",1hr 28min,Alpha and Omega,5.3,124,Ben Gluck,family animation wolf arrangedmarriage forbiddenlove roadtrip park parkranger howl socialstatus mismatch wolf embark crosscountry quest home restore peace pack relocate thousand mile away wellmeane park ranger quickwitte humphrey voice justin long like frolic friend play video game squirrel discipline kate voice hayden panettiere like shot hunt caribou normally omega wolf like humphrey stand chance alpha wolf like kate transport halfway country work natural habitat will not easy thing humphrey kate agree not common work common goal contentious travel companion finally realize lone wolf use help paw lionsgatefamilyentertainment relativitymedia crestanimationproduction pawsome 3d adventure haydenpanettiere justinlong dennishopper bengluck,https://image.tmdb.org/t/p/w500/6UxR2HHfYGX8jKII5bJj2c8h8D7.jpg
2163,9954,15.804814,"Sep, 2006",1hr 37min,The Covenant,5.2,288,Renny Harlin,action adventure fantasy horror sciencefiction thriller magic malefriendship college supernaturalpower teenager young man belong supernatural legacy force battle fifth power long think die great force contend jealousy suspicion threaten tear apart screengemsinc power hell help stevenstrait lauraramsey jessicalucas rennyharlin,https://image.tmdb.org/t/p/w500/4jwVlbGt3BeLr8HCbCTVa72IcWe.jpg
2164,10115,9.750557,"Apr, 2006",1hr 45min,Stick It,6.3,148,Jessica Bendinger,comedy drama gymnastic trainer puberty training sport teenager womandirector haley naturally gifted athlete social behavior teen intent squander ability final brush law judge sentence elite gymnastics academy run legendary hardnose coach haley rebellious attitude win friend enemy spyglassentertainment touchstonepicture kaltenbachpicture world competitive gymnastic turn head jeffbridge missyperegrym vanessalengie jessicabendinger,https://image.tmdb.org/t/p/w500/hsuZkmv2w5gSuNjDYgXCuwNa2cd.jpg
2165,25132,4.100942,"Aug, 2009",1hr 29min,Shorts,5.1,44,Robert Rodriguez,comedy family young boy discovery colorful wishgrante rock cause chaos suburban town black fall jealous kid scheme adult alike set hand warnerbrospicture tall tale director spy kids jimmybennett katdennings jolievanier robertrodriguez,https://image.tmdb.org/t/p/w500/bKnQostymQJY6l3nrdQZ4iIhLSk.jpg
2166,577,12.309715,"May, 1995",1hr 46min,To Die For,6.7,175,Gus Van Sant,fantasy drama comedy thriller adultery winter obsession television newhampshire narcissisticpersonalitydisorder susan want work television take mean kill husband dark comedy independent director gus van sant brilliant nicole kidman leading role therankorganisation columbiapicturescorporation want little attention nicolekidman mattdillon joaquinphoenix gusvansant,https://image.tmdb.org/t/p/w500/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
2167,328387,62.933899,"Jul, 2016",1hr 36min,Nerve,7.1,2181,Henry Joost,mystery adventure crime basedonnovel technology internet hack teenager newyorkcity game adaptation dare cellphonevideo basedonyoungadultnovel smartphone takingarisk industrious high school senior vee delmonico live life sideline pressure friend join popular online game nerve vee decide sign dare like harmless fun find catch thrill adrenalinefuele competition partner mysterious stranger game begin sinister turn increasingly dangerous act lead high stake finale determine entire future lionsgate allisonshearmurproduction keepyourhead watcher player emmarobert davefranco emilymeade henryjoost,https://image.tmdb.org/t/p/w500/qmSpHC0CSNyNll9WhlwWYuwoQ28.jpg
